repo_id,full_name,stars,created_at,pushed_at,license_spdx,license_stratum,language,homepage,class_label,signal_type,has_repo_robots,repo_robots_blocks_all,repo_robots_blocks_ai_count,has_homepage_robots,homepage_robots_blocks_all,homepage_robots_blocks_ai_count,has_llms_txt,tdm_reservation_header,x_robots_noai,readme_opt_out_count,readme_opt_in_count,license_opt_out_count,license_opt_in_count
501990676,SunWeb3Sec/DeFiHackLabs,6613,2022-06-10T09:57:11Z,2026-07-01T05:24:27Z,Apache-2.0,permissive,Solidity,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
238797860,ethereum-optimism/optimism,6449,2020-02-06T22:28:26Z,2026-07-02T14:01:13Z,MIT,permissive,Go,https://optimism.io,NONE,no detectable AI consent signal,False,False,0,True,False,0,False,False,False,0,0,0,0
147583941,crytic/slither,6310,2018-09-05T21:56:35Z,2026-06-11T00:45:49Z,AGPL-3.0,copyleft,Python,https://blog.trailofbits.com/2018/10/19/slither-a-solidity-static-analysis-framework/,OPT_IN,llms.txt present at homepage,False,False,0,True,False,0,True,False,False,0,0,0,0
116457726,ethereum/ethereum-org-website,5938,2018-01-06T05:54:37Z,2026-07-02T13:38:10Z,MIT,permissive,Markdown,https://ethereum.org/,OPT_IN,llms.txt present at homepage,False,False,0,True,False,0,True,False,False,0,0,0,0
375027355,Dapp-Learning-DAO/Dapp-Learning,5842,2021-06-08T13:54:10Z,2026-03-30T11:30:39Z,MIT,permissive,Solidity,https://dapplearning.org,NONE,no detectable AI consent signal,False,False,0,True,False,0,False,False,False,0,0,0,0
157421028,Uniswap/web3-react,5691,2018-11-13T17:39:38Z,2024-08-20T17:47:06Z,GPL-3.0,copyleft,TypeScript,https://web3-react-mu.vercel.app/,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
537233603,paradigmxyz/reth,5678,2022-09-15T23:05:57Z,2026-07-02T13:55:15Z,Apache-2.0,permissive,Rust,https://reth.rs/,OPT_IN,llms.txt present at homepage,False,False,0,False,False,0,True,False,False,0,0,0,0
103791045,CryptoSignal/Crypto-Signal,5590,2017-09-16T23:49:24Z,2024-07-07T15:33:11Z,MIT,permissive,Python,https://www.linkedin.com/in/AbenezerMamo,OPT_OUT,"homepage robots.txt: Disallow:/ for *; homepage robots.txt: blocks AI crawlers ['Google-Extended', 'anthropic-ai', 'ChatGPT-User']",False,False,0,True,True,12,False,False,False,0,0,0,0
472505393,pk910/PoWFaucet,5549,2022-03-21T20:42:08Z,2026-06-29T17:43:49Z,AGPL-3.0,copyleft,TypeScript,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
108706901,Uniswap/interface,5515,2017-10-29T05:09:58Z,2026-07-01T19:21:28Z,GPL-3.0,copyleft,TypeScript,https://app.uniswap.org,OPT_IN,llms.txt present at homepage,False,False,0,True,False,0,True,False,False,0,0,0,0
127246132,reown-com/appkit,5427,2018-03-29T06:20:57Z,2026-07-02T14:08:24Z,NOASSERTION,no_license,TypeScript,https://reown.com/appkit,OPT_IN,llms.txt present at homepage,False,False,0,True,False,0,True,False,False,0,0,0,0
67328052,LFDT-web3j/web3j,5386,2016-09-04T05:48:49Z,2026-06-29T10:42:03Z,NOASSERTION,no_license,Java,https://www.web3labs.com/web3j-sdk,NONE,no detectable AI consent signal,False,False,0,True,False,0,False,False,False,0,0,0,0
73461676,vyperlang/vyper,5180,2016-11-11T08:56:41Z,2026-07-02T13:42:52Z,NOASSERTION,no_license,Python,https://vyperlang.org,NONE,no detectable AI consent signal,False,False,0,True,False,0,False,False,False,0,0,0,0
768036550,GaiaNet-AI/gaianet-node,5025,2024-03-06T10:57:45Z,2025-10-13T03:27:09Z,GPL-3.0,copyleft,Shell,https://www.gaianet.ai/,OPT_OUT,"homepage robots.txt: blocks AI crawlers ['Amazonbot', 'Bytespider', 'CCBot']",False,False,0,True,False,5,False,False,False,0,0,0,0
260037952,Uniswap/v3-core,5010,2020-04-29T20:27:00Z,2026-04-30T16:18:51Z,NOASSERTION,no_license,TypeScript,https://uniswap.org,OPT_IN,llms.txt present at homepage,False,False,0,True,False,0,True,False,False,0,0,0,0
117294980,blockscout/blockscout,4585,2018-01-12T22:45:24Z,2026-07-02T14:16:35Z,NOASSERTION,no_license,Elixir,http://docs.blockscout.com,OPT_IN,llms.txt present at homepage,False,False,0,True,False,0,True,False,False,0,0,0,0
518698474,taikoxyz/taiko-mono,4566,2022-07-28T04:22:58Z,2026-07-02T13:52:09Z,NOASSERTION,no_license,Rust,https://taiko.xyz,NONE,no detectable AI consent signal,False,False,0,True,False,0,False,False,False,0,0,0,0
102755229,coinpride/CryptoList,4471,2017-09-07T15:38:09Z,2024-06-19T20:53:40Z,,no_license,,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
176777353,rainbow-me/rainbow,4363,2019-03-20T16:46:57Z,2026-07-02T13:50:44Z,GPL-3.0,copyleft,TypeScript,https://rainbow.me,OPT_IN,llms.txt present at homepage,False,False,0,True,False,0,True,False,False,0,0,0,0
103890505,ConsenSysDiligence/mythril,4252,2017-09-18T04:14:20Z,2026-04-27T04:13:25Z,MIT,permissive,Python,https://mythx.io/,OPT_OUT,"homepage robots.txt: blocks AI crawlers ['Amazonbot', 'Bytespider', 'CCBot']",False,False,0,True,False,5,False,False,False,0,0,0,0
417141259,ethereum-boilerplate/ethereum-boilerplate,4140,2021-10-14T13:28:16Z,2024-06-19T14:27:22Z,MIT,permissive,TypeScript,https://ethereumboilerplate.com,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
344949361,Mathieu2301/TradingView-API,4116,2021-03-05T22:24:02Z,2026-06-23T00:52:57Z,,no_license,JavaScript,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
138666429,inoutcode/ethereum_book,4079,2018-06-26T01:03:45Z,2024-05-07T07:59:28Z,,no_license,Vue,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
52308441,status-im/status-legacy,4017,2016-02-22T21:48:48Z,2026-06-30T15:07:27Z,MPL-2.0,copyleft,Clojure,https://status.app,OPT_IN,llms.txt present at homepage,False,False,0,True,False,0,True,False,False,0,0,0,0
109102073,jklepatch/eattheblocks,3987,2017-11-01T07:43:11Z,2024-08-19T06:52:54Z,,no_license,JavaScript,https://eattheblocks.com,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
123909654,rotki/rotki,3907,2018-03-05T11:26:09Z,2026-07-02T10:40:18Z,AGPL-3.0,copyleft,Python,https://rotki.com,OPT_IN,llms.txt present at homepage,False,False,0,True,False,0,True,False,False,0,0,0,0
88447006,Scanate/EthList,3879,2017-04-16T22:43:20Z,2026-05-04T23:10:43Z,,no_license,,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
36172821,embarklabs/embark,3773,2015-05-24T13:10:10Z,2024-07-30T14:41:38Z,MIT,permissive,JavaScript,https://framework.embarklabs.io/,OPT_IN,llms.txt present at homepage,False,False,0,True,False,0,True,False,False,0,0,0,0
117156031,OffchainLabs/prysm,3762,2018-01-11T21:31:33Z,2026-07-02T14:26:49Z,GPL-3.0,copyleft,Go,https://www.offchainlabs.com,NONE,no detectable AI consent signal,False,False,0,True,False,0,False,False,False,0,0,0,0
440078417,FrancescoXX/free-Web3-resources,3666,2021-12-20T07:22:13Z,2024-10-11T02:29:09Z,MIT,permissive,CSS,https://freeweb3resources.com,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
127364556,yjjnls/awesome-blockchain,3615,2018-03-30T01:16:56Z,2024-03-22T07:23:48Z,MIT,permissive,Go,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
188836864,erigontech/erigon,3581,2019-05-27T12:12:40Z,2026-07-02T14:25:23Z,LGPL-3.0,copyleft,Go,https://docs.erigon.tech,OPT_IN,llms.txt present at homepage,False,False,0,True,False,0,True,False,False,0,0,0,0
470835697,GMWalletApp/epusdt,3580,2022-03-17T03:31:38Z,2026-06-29T14:58:37Z,GPL-3.0,copyleft,Go,https://epusdt.com,OPT_OUT,"homepage robots.txt: blocks AI crawlers ['Amazonbot', 'Bytespider', 'CCBot']",False,False,0,True,False,5,False,False,False,0,0,0,0
170738310,trustwallet/wallet-core,3535,2019-02-14T18:25:54Z,2026-07-02T10:02:01Z,Apache-2.0,permissive,C++,https://developer.trustwallet.com/wallet-core,OPT_IN,llms.txt present at homepage,False,False,0,True,False,0,True,False,False,0,0,0,0
516963300,WTFAcademy/WTF-Ethers,3529,2022-07-23T05:07:16Z,2025-10-06T08:50:40Z,NOASSERTION,no_license,JavaScript,https://wtf.academy,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
516564547,wevm/viem,3508,2022-07-22T00:54:04Z,2026-06-30T20:27:29Z,NOASSERTION,no_license,TypeScript,https://viem.sh,OPT_IN,llms.txt present at homepage,False,False,0,True,False,0,True,False,False,0,0,0,0
139952333,sigp/lighthouse,3454,2018-07-06T07:56:39Z,2026-07-02T11:21:34Z,Apache-2.0,permissive,Rust,https://lighthouse.sigmaprime.io/,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
205255284,Uniswap/v2-core,3344,2019-08-29T21:44:34Z,2026-06-19T20:00:31Z,GPL-3.0,copyleft,TypeScript,https://uniswap.org/docs,OPT_IN,llms.txt present at homepage,False,False,0,True,False,0,True,False,False,0,0,0,0
514706800,Vectorized/solady,3337,2022-07-16T23:39:24Z,2026-06-08T03:25:37Z,MIT,permissive,Solidity,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
265775217,bnb-chain/bsc,3268,2020-05-21T06:44:14Z,2026-07-01T09:57:46Z,LGPL-3.0,copyleft,Go,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
345237700,tahowallet/extension,3202,2021-03-07T02:03:14Z,2026-07-02T12:56:46Z,GPL-3.0,copyleft,TypeScript,https://taho.xyz,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
135897748,NebuTech/NBMiner,3189,2018-06-03T11:21:45Z,2024-03-10T01:12:32Z,,no_license,,https://nbminer.com,NONE,no detectable AI consent signal,False,False,0,True,False,0,False,False,False,0,0,0,0
101585932,crytic/echidna,3157,2017-08-27T23:13:10Z,2026-07-01T21:34:25Z,AGPL-3.0,copyleft,Haskell,https://secure-contracts.com/program-analysis/echidna/index.html,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
130174051,graphprotocol/graph-node,3142,2018-04-19T07:13:50Z,2026-07-01T23:16:41Z,Apache-2.0,permissive,Rust,https://thegraph.com,OPT_IN,llms.txt present at homepage,False,False,0,True,False,0,True,False,False,0,0,0,0
131824549,blockchain-etl/ethereum-etl,3132,2018-05-02T08:55:38Z,2026-01-25T08:00:12Z,MIT,permissive,Python,https://t.me/BlockchainETL,OPT_IN,llms.txt present at homepage,False,False,0,False,False,0,True,False,False,0,0,0,0
477570603,gmh5225/awesome-game-security,3061,2022-04-04T06:07:57Z,2026-07-02T05:07:52Z,MIT,permissive,Python,https://gs.awesome.rip,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
248697283,remix-project-org/remix-project,3013,2020-03-20T07:49:48Z,2026-07-02T09:21:30Z,Apache-2.0,permissive,TypeScript,https://remix.live,NONE,no detectable AI consent signal,False,False,0,True,False,0,False,False,False,0,0,0,0
107623144,ZtesoftCS/go-ethereum-code-analysis,2962,2017-10-20T02:35:52Z,2024-03-24T11:44:31Z,,no_license,,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
114459569,bmoscon/cryptofeed,2866,2017-12-16T12:35:23Z,2026-02-01T00:40:04Z,NOASSERTION,no_license,Python,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
392610935,rainbow-me/rainbowkit,2827,2021-08-04T08:32:05Z,2026-05-12T08:57:32Z,MIT,permissive,MDX,https://rainbowkit.com,OPT_IN,llms.txt present at homepage,False,False,0,True,False,0,True,False,False,0,0,0,0
102210005,dethcrypto/TypeChain,2797,2017-09-02T16:42:54Z,2024-07-10T10:41:35Z,MIT,permissive,TypeScript,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
38885825,ethereumjs/ethereumjs-monorepo,2754,2015-07-10T14:54:03Z,2026-06-25T12:02:28Z,,no_license,TypeScript,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
91978995,spothq/cryptocurrency-icons,2736,2017-05-21T18:32:24Z,2024-08-19T15:29:55Z,CC0-1.0,other,JavaScript,http://cryptoicons.co,OPT_OUT,"homepage robots.txt: blocks AI crawlers ['Amazonbot', 'Bytespider', 'CCBot']",False,False,0,True,False,5,False,False,False,0,0,0,0
155913585,eth-brownie/brownie,2725,2018-11-02T19:39:26Z,2026-06-21T22:13:29Z,MIT,permissive,C,https://eth-brownie.readthedocs.io,NONE,no detectable AI consent signal,False,False,0,True,False,0,False,False,False,0,0,0,0
215608265,kadenzipfel/smart-contract-vulnerabilities,2479,2019-10-16T17:41:22Z,2026-02-08T19:41:47Z,MIT,permissive,,https://kadenzipfel.github.io/smart-contract-vulnerabilities/,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
103560333,ta4j/ta4j,2457,2017-09-14T17:14:32Z,2026-07-01T23:35:02Z,NOASSERTION,no_license,Java,http://www.ta4j.com,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
430749584,OneKeyHQ/app-monorepo,2387,2021-11-22T14:54:51Z,2026-07-02T14:14:36Z,NOASSERTION,no_license,TypeScript,https://onekey.so,AMBIGUOUS,contradictory: opt-in=[llms.txt present at homepage] opt-out=[LICENSE keyword: ['no ai']],False,False,0,True,False,0,True,False,False,0,0,1,0
59065830,remix-project-org/remix-ide,2345,2016-05-17T23:17:34Z,2026-06-05T17:54:46Z,Apache-2.0,permissive,,https://remix-ide.readthedocs.io,OPT_IN,llms.txt present at homepage,False,False,0,True,False,0,True,False,False,0,0,0,0
46746187,Nethereum/Nethereum,2251,2015-11-23T20:30:14Z,2026-07-01T11:57:05Z,MIT,permissive,C#,http://nethereum.com,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
376155268,OffcierCia/ultimate-defi-research-base,2200,2021-06-11T22:27:41Z,2026-03-14T19:04:35Z,NOASSERTION,no_license,,https://twitter.com/officer_cia,OPT_OUT,homepage robots.txt: Disallow:/ for *,False,False,0,True,True,0,False,False,False,0,0,0,0
411607920,bluealloy/revm,2199,2021-09-29T09:21:18Z,2026-07-01T08:59:07Z,MIT,permissive,Rust,https://bluealloy.github.io/revm/,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
523436104,a16z/helios,2171,2022-08-10T17:26:41Z,2026-06-26T19:14:25Z,MIT,permissive,Rust,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
102186072,safe-fndn/safe-smart-account,2164,2017-09-02T09:23:38Z,2026-06-05T07:02:10Z,LGPL-3.0,copyleft,TypeScript,https://safe.global,OPT_IN,llms.txt present at homepage,False,False,0,True,False,0,True,False,False,0,0,0,0
137069125,dapphub/dapptools,2126,2018-06-12T12:34:20Z,2025-02-25T19:28:22Z,,no_license,Haskell,https://dapp.tools,NONE,no detectable AI consent signal,False,False,0,True,False,0,False,False,False,0,0,0,0
725241944,WTFAcademy/WTF-zk,2125,2023-11-29T18:26:06Z,2025-08-29T10:53:26Z,MIT,permissive,Jupyter Notebook,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
538538681,scaffold-eth/scaffold-eth-2,2030,2022-09-19T14:19:48Z,2026-07-01T05:07:05Z,MIT,permissive,TypeScript,https://scaffoldeth.io,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
675664327,OwshenNetwork/owshen,2003,2023-08-07T12:46:56Z,2024-10-06T14:33:48Z,,no_license,Rust,https://owshen.io,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
277660991,PaulRBerg/hardhat-template,1972,2020-07-06T22:23:42Z,2026-02-03T17:22:01Z,MIT,permissive,TypeScript,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
509418041,SunWeb3Sec/DeFiVulnLabs,1954,2022-07-01T10:45:52Z,2025-04-24T04:07:49Z,,no_license,Solidity,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
686139309,Cyfrin/security-and-auditing-full-course-s23,1917,2023-09-01T21:02:28Z,2026-02-03T21:18:01Z,GPL-3.0,copyleft,Solidity,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
446977925,life-itself/web3,1916,2022-01-11T20:54:16Z,2025-05-28T04:06:37Z,CC0-1.0,other,HTML,https://web3.lifeitself.org/,NONE,no detectable AI consent signal,False,False,0,True,False,0,False,False,False,0,0,0,0
568727854,OffcierCia/On-Chain-Investigations-Tools-List,1907,2022-11-21T09:34:21Z,2026-06-03T14:21:13Z,Unlicense,permissive,,https://t.me/officer_cia,OPT_IN,llms.txt present at homepage,False,False,0,False,False,0,True,False,False,0,0,0,0
291594624,ArchLinuxStudio/ArchLinuxTutorial,1877,2020-08-31T02:28:01Z,2026-01-27T16:37:54Z,NOASSERTION,no_license,,https://ArchLinuxStudio.github.io/ArchLinuxTutorial/#/,NONE,no detectable AI consent signal,False,False,0,True,False,0,False,False,False,0,0,0,0
107952203,Zokrates/ZoKrates,1873,2017-10-23T08:18:23Z,2024-08-01T16:50:35Z,LGPL-3.0,copyleft,Rust,https://zokrates.github.io,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
356248265,RabbyHub/Rabby,1853,2021-04-09T11:35:55Z,2026-07-02T11:26:16Z,NOASSERTION,no_license,TypeScript,https://rabby.io,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
50646767,raiden-network/raiden,1832,2016-01-29T07:40:47Z,2024-03-28T01:13:17Z,NOASSERTION,no_license,Python,https://developer.raiden.network,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
96767206,gitcoinco/web,1816,2017-07-10T10:53:45Z,2024-08-09T22:35:57Z,NOASSERTION,no_license,JavaScript,https://gitcoin.co,NONE,no detectable AI consent signal,False,False,0,True,False,0,False,False,False,0,0,0,0
206414745,besu-eth/besu,1814,2019-09-04T21:11:20Z,2026-07-02T14:20:50Z,Apache-2.0,permissive,Java,https://www.hyperledger.org/projects/besu,NONE,no detectable AI consent signal,False,False,0,True,False,0,False,False,False,0,0,0,0
562896216,coinspect/learn-evm-attacks,1811,2022-11-07T13:39:45Z,2026-02-20T18:11:15Z,MIT,permissive,Solidity,https://www.coinspect.com/learn-evm-attacks/,NONE,no detectable AI consent signal,False,False,0,True,False,0,False,False,False,0,0,0,0
442718852,web3ui/web3uikit,1782,2021-12-29T09:10:21Z,2025-07-14T10:32:51Z,MIT,permissive,TypeScript,https://web3uikit.com,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
107699164,jpantunes/awesome-cryptoeconomics,1772,2017-10-20T16:09:44Z,2024-06-17T10:22:52Z,,no_license,,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
184357431,coinbase/coinbase-wallet-sdk,1750,2019-05-01T02:05:45Z,2026-04-30T18:13:56Z,MIT,permissive,TypeScript,https://coinbase.github.io/coinbase-wallet-sdk/,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
231816914,cake-tech/cake_wallet,1738,2020-01-04T19:26:17Z,2026-07-01T20:06:18Z,MIT,permissive,Dart,https://cakewallet.com,NONE,no detectable AI consent signal,False,False,0,True,False,0,False,False,False,0,0,0,0
578490373,luzhenqian/web3-examples,1710,2022-12-15T07:18:30Z,2026-04-08T13:40:46Z,,no_license,TypeScript,https://examples.web3doc.xyz,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
727489129,succinctlabs/sp1,1703,2023-12-05T00:54:44Z,2026-07-02T04:55:57Z,Apache-2.0,permissive,Rust,https://docs.succinct.xyz/docs/sp1/introduction,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
411212454,evmos/evmos,1694,2021-09-28T09:13:46Z,2026-01-13T11:57:33Z,NOASSERTION,no_license,Go,https://evmos.org,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
146185516,WalletConnect/walletconnect-monorepo,1672,2018-08-26T14:02:36Z,2026-07-02T12:53:28Z,NOASSERTION,no_license,TypeScript,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
457742122,rango-exchange/rango-sdk,1658,2022-02-10T10:57:02Z,2026-06-09T10:00:40Z,Apache-2.0,permissive,TypeScript,https://rango.exchange/apis,NONE,no detectable AI consent signal,False,False,0,True,False,0,False,False,False,0,0,0,0
153064547,ong/awesome-decentralized-finance,1652,2018-10-15T06:38:45Z,2026-01-14T20:11:22Z,,no_license,,,NONE,no detectable AI consent signal,False,False,0,False,False,0,False,False,False,0,0,0,0
